City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,carutapera,-1.195,-46.02,25.97,84,84,3.1,BR,1702347237
275,huangnihe,43.5583,128.0239,-12.52,54,3,2.03,CN,1702347237
276,maloye ganyushkino,46.6,49.2667,-4.72,60,45,11.84,KZ,1702347238
277,cavan,53.9908,-7.3606,6.9,98,100,1.61,IE,1702347238
278,vilyuysk,63.7553,121.6247,-28.25,97,99,2.98,RU,1702347238
279,iskateley,67.6803,53.1512,-14.39,91,100,7.42,RU,1702347238
280,maragogi,-9.0122,-35.2225,25.48,76,0,3.87,BR,1702347238
281,egilsstadir,65.2653,-14.3948,-3.05,86,100,1.54,IS,1702347238
282,vila velha,-20.3297,-40.2925,26.08,84,0,3.58,BR,1702347154
283,andkhoy,36.9529,65.1238,3.52,53,63,3.56,AF,1702347238
284,tosontsengel,48.7567,98.2839,-20.52,98,100,0.53,MN,1702347238
285,toliara,-23.35,43.6667,23.93,73,37,2.35,MG,1702347238
286,puerto leguizamo,-0.1934,-74.7819,23.63,93,100,0.68,CO,1702347239
287,ad dilam,23.9915,47.1627,14.23,28,12,1.88,SA,1702347239
288,codrington,-38.2667,141.9667,34.99,28,100,4.53,AU,1702347239
289,kismayo,-0.3582,42.5454,26.74,81,100,4.28,SO,1702347239
290,muisne,0.6,-80.0333,25.41,88,56,2.5,EC,1702347239
291,tecuala,22.3986,-105.4569,22.45,74,0,0.42,MX,1702347163
292,ca mau,9.1769,105.15,28.72,68,74,6.33,VN,1702347000
293,boa vista,2.8197,-60.6733,28.99,65,20,4.63,BR,1702347217
294,princeville,45.7668,-61.2985,14.31,96,100,10.8,CA,1702347239
295,durban,-29.8579,31.0292,18.51,89,93,2.52,ZA,1702347131
296,rongelap,11.1635,166.8941,27.55,76,8,8.97,MH,1702347239
297,conway,35.0887,-92.4421,8.62,59,75,2.57,US,1702347114
298,haiku-pauwela,20.9219,-156.3051,29.01,62,20,6.17,US,1702347240
299,ta`u,-14.2336,-169.5144,26.58,89,96,7.91,AS,1702347240
300,tahe,52.3333,124.7333,-23.71,69,2,2.14,CN,1702347240
301,tampakan,6.4442,124.9264,31.16,58,8,1.09,PH,1702347240
302,kaduy,59.2,37.15,-7.16,93,100,4.94,RU,1702347240
303,puerto asis,0.5133,-76.5007,22.57,98,15,0.83,CO,1702347240
304,ryotsu-minato,38.0833,138.4333,10.18,88,100,6.16,JP,1702346955
305,collie,-33.3667,116.15,29.5,29,0,1.77,AU,1702347240
306,tsiombe,-25.3,45.4833,23.52,90,100,1.6,MG,1702347240
307,kaifeng,34.7911,114.3483,-1.94,83,13,0.27,CN,1702347023
308,byakabanda,-0.7425,31.4064,16.34,95,100,1.3,UG,1702347241
309,olinda,-8.0089,-34.8553,26.85,78,75,3.6,BR,1702347241
310,eseka,3.65,10.7667,22.87,99,99,0.06,CM,1702347241
311,kidal,18.4411,1.4078,17.92,35,0,8.37,ML,1702347241
312,blackwater,-23.5833,148.8833,32.47,42,68,8.09,AU,1702347241
313,santa elena de uairen,4.6167,-61.1333,23.41,65,96,1.4,VE,1702347241
314,gaigeturi,33.4644,126.3183,11.03,82,100,4.63,KR,1702347242
315,vega baja,18.4444,-66.3877,26.66,92,15,5.35,PR,1702346584
316,les anglais,18.3054,-74.2197,25.74,84,74,1.62,HT,1702347242
317,dali,25.7,100.1833,10.94,66,0,0.58,CN,1702347242
318,rio preto da eva,-2.6994,-59.6997,23.89,98,100,0.99,BR,1702347242
319,san luis de la loma,17.2706,-100.8939,25.94,76,74,2.13,MX,1702347242
320,constitucion,-35.3333,-72.4167,12.79,84,100,5.5,CL,1702347242
321,sinop,41.7711,34.8709,7.24,84,97,0.8,TR,1702347242
322,yegorlykskaya,46.5656,40.6562,2.17,85,100,9.85,RU,1702347243
323,labrador city,52.9463,-66.9114,-7.05,93,100,3.09,CA,1702347243
324,belek,36.8628,31.0556,14.4,71,57,2.64,TR,1702347243
325,phalaborwa,-23.943,31.1411,20.19,96,100,1.42,ZA,1702347243
326,bereket,39.2446,55.5154,-1.59,39,33,10.08,TM,1702347025
327,al mijlad,11.0333,27.7333,24.13,14,99,5.87,SD,1702347243
328,gazojak,41.1875,61.4036,-10.51,38,4,8.33,TM,1702347243
329,dzuunharaa,48.8523,106.4579,-25.3,99,97,0.31,MN,1702347243
330,wagar,16.1525,36.2032,24.43,60,3,3.89,SD,1702347243
331,mount gambier,-37.8333,140.7667,31.67,38,58,1.91,AU,1702347244
332,nevada,39.2502,-116.7512,0.97,41,100,2.09,US,1702347244
333,gonzalez,30.5816,-87.2914,11.38,65,0,2.06,US,1702347061
334,san fernando de apure,7.8878,-67.4724,28.61,55,59,2.38,VE,1702347244
335,fortuna,40.5982,-124.1573,12.59,95,100,3.6,US,1702347051
336,zyrya,40.3661,50.2917,7.05,82,100,9.51,AZ,1702347244
337,lucas,41.6501,-83.6666,-0.03,73,100,4.12,US,1702347244
338,tommot,58.9564,126.2925,-28.44,93,100,3.81,RU,1702347145
339,quellon,-43.1167,-73.6167,9.35,89,100,2.73,CL,1702347244
340,kayes,14.0,-11.0,23.46,16,7,2.39,ML,1702347244
341,gwadar,25.1216,62.3254,23.07,31,100,3.19,PK,1702347244
342,mermoz boabab,14.7065,-17.4758,23.88,88,5,1.03,SN,1702347245
343,totness,5.8833,-56.3167,25.19,90,94,3.62,SR,1702347245
344,montrose,38.4166,-108.2673,-4.83,60,100,1.05,US,1702347115
345,stokesdale,36.2371,-79.9795,1.86,87,0,0.0,US,1702347173
346,cooper's town,26.8667,-77.5167,21.92,70,100,7.84,BS,1702347245
347,udachny,66.4167,112.4,-25.39,97,99,3.68,RU,1702347245
348,itamaraca,-7.7478,-34.8256,27.03,75,0,3.88,BR,1702347245
349,gniezno,52.5348,17.5826,6.88,98,100,4.18,PL,1702347245
350,kudahuvadhoo,2.6708,72.8944,28.04,72,25,2.04,MV,1702347245
351,el bauga,18.262,33.9081,19.92,26,3,4.85,SD,1702347024
352,port alfred,-33.5906,26.891,17.32,95,0,2.24,ZA,1702347246
353,colonia,50.9333,6.95,8.79,81,75,2.57,DE,1702347203
354,pauini,-7.7136,-66.9764,24.36,92,79,0.84,BR,1702347246
355,turkmenbasy,40.0222,52.9552,-3.57,54,75,10.29,TM,1702347246
356,elva,58.2225,26.4211,-2.92,95,100,4.12,EE,1702347246
357,nanga eboko,4.6833,12.3667,18.56,60,95,0.7,CM,1702347246
358,taroudant,30.4703,-8.877,17.96,35,94,1.7,MA,1702347246
359,bathsheba,13.2167,-59.5167,26.34,83,40,6.17,BB,1702347246
360,labytnangi,66.6572,66.4183,-24.56,97,100,4.07,RU,1702347247
361,pechora,65.1472,57.2244,-18.41,94,100,7.15,RU,1702347247
362,hun,29.1268,15.9477,12.2,81,0,2.92,LY,1702347247
363,ar ruseris,11.8659,34.3869,25.03,26,22,2.29,SD,1702347247
364,tucurui,-3.7661,-49.6725,23.52,95,94,1.22,BR,1702347247
365,boyolangu,-8.1181,111.8935,28.67,69,100,2.66,ID,1702347247
366,ambon,-3.6954,128.1814,32.08,62,40,6.69,ID,1702347247
367,pangkalanbuun,-2.6833,111.6167,28.48,82,90,0.89,ID,1702347248
368,bayanhongor,46.7167,100.1167,-16.23,95,98,1.68,MN,1702347248
369,qamdo,31.1667,97.2333,-7.36,45,0,3.1,CN,1702347248
370,conduaga,8.862,117.4893,29.61,64,10,1.89,PH,1702347248
371,fort mcmurray,56.7268,-111.381,-14.23,78,40,3.09,CA,1702347096
372,progreso,21.2833,-89.6667,22.28,59,100,6.02,MX,1702347248
373,north platte,41.1239,-100.7654,4.1,64,20,1.54,US,1702347248
374,ulsteinvik,62.3432,5.8487,1.07,83,16,1.34,NO,1702347248
375,prince george,53.9166,-122.753,-2.62,95,20,3.09,CA,1702347228
376,guerrero negro,27.9769,-114.0611,18.59,53,99,4.02,MX,1702347082
377,valle de la pascua,9.2155,-66.0073,25.49,76,69,3.53,VE,1702347249
378,sungailiat,-1.85,106.1333,28.25,75,83,2.52,ID,1702347249
379,scarborough,54.2797,-0.4044,4.88,91,100,4.47,GB,1702347150
380,patterson,37.4716,-121.1297,12.66,61,35,2.27,US,1702347249
381,ajuchitlan,20.7167,-100.0167,9.66,86,100,1.98,MX,1702347249
382,mollendo,-17.0231,-72.0147,20.05,84,99,2.52,PE,1702347249
383,rikaze,29.25,88.8833,-3.29,41,3,0.96,CN,1702347249
384,arraial do cabo,-22.9661,-42.0278,23.19,89,13,3.98,BR,1702347249
385,asbury lake,30.0491,-81.8215,10.47,77,41,2.01,US,1702347249
386,new norfolk,-42.7826,147.0587,24.84,22,69,1.14,AU,1702347249
387,sterling,39.0062,-77.4286,3.27,68,0,4.63,US,1702347045
388,urengoy,65.9667,78.3667,-25.46,91,100,4.3,RU,1702347250
389,remire-montjoly,4.9167,-52.2667,26.02,94,20,0.0,GF,1702347250
390,mont-tremblant,46.1949,-74.6264,-6.34,93,53,0.51,CA,1702347227
391,berdigestyakh,62.0989,126.6992,-28.48,95,100,3.76,RU,1702347250
392,lillehammer,61.1146,10.4674,-9.25,97,98,1.28,NO,1702347250
393,boguchany,58.3814,97.4531,-28.97,96,100,0.45,RU,1702346985
394,bismarck,46.8083,-100.7837,-3.09,68,0,9.77,US,1702347250
395,carnarvon,-24.8667,113.6333,29.88,36,0,2.3,AU,1702347250
396,sabang,5.8933,95.3214,27.15,76,89,1.01,ID,1702347250
397,gerash,27.6652,54.1371,3.08,26,69,1.12,IR,1702347250
398,luderitz,-26.6481,15.1594,17.56,52,0,8.45,NA,1702347251
399,newman,37.3138,-121.0208,12.38,41,14,0.45,US,1702347251
400,fort bragg,35.139,-79.006,2.17,88,0,0.0,US,1702347251
401,verkhnevilyuysk,63.4453,120.3167,-29.56,97,99,2.6,RU,1702347251
402,xapuri,-10.6517,-68.5044,26.34,72,98,0.98,BR,1702347251
403,belmonte,-15.8631,-38.8828,25.87,83,4,5.26,BR,1702347251
404,berezovyy,51.6667,135.7,-21.22,54,0,1.98,RU,1702347251
405,lyantor,61.6195,72.1555,-29.52,90,100,4.84,RU,1702347251
406,el calafate,-50.3408,-72.2768,9.23,64,91,4.24,AR,1702347252
407,east london,-33.0153,27.9116,18.89,88,34,3.73,ZA,1702347236
408,mersa matruh,31.3525,27.2453,15.78,70,41,4.04,EG,1702347252
409,yaren,-0.5472,166.916,29.12,75,24,5.32,NR,1702347252
410,holualoa,19.6228,-155.9522,25.99,85,75,4.12,US,1702347252
411,kaedi,16.1465,-13.5047,23.33,16,1,4.83,MR,1702347252
412,kyabe,9.4515,18.9449,21.84,22,96,2.64,TD,1702347252
413,tena,-0.9833,-77.8167,21.57,97,28,1.11,EC,1702347252
414,sabha,27.0377,14.4283,11.27,57,0,2.18,LY,1702347253
415,roslyakovo,69.043,33.1991,-11.6,96,29,3.22,RU,1702347253
416,tamandare,-8.7597,-35.1047,25.35,77,0,3.45,BR,1702347190
417,maraba,-5.3686,-49.1178,25.1,88,0,1.03,BR,1702347253
418,ghadamis,30.1337,9.5007,12.21,46,0,3.02,LY,1702347253
419,susuman,62.7833,148.1667,-21.68,96,100,2.24,RU,1702347253
420,santa lucia,27.9117,-15.5407,19.31,34,0,1.54,ES,1702347253
421,colares,38.7992,-9.4469,19.07,98,100,6.26,PT,1702347253
422,bridgewater,44.3835,-64.5155,6.82,90,100,7.2,CA,1702347253
423,cukurca,37.2481,43.6136,6.32,88,100,1.94,TR,1702347254
424,arafat,21.3594,39.9664,24.06,80,58,0.65,SA,1702347254
425,trabzon,40.9167,39.8333,10.05,88,75,2.06,TR,1702347254
426,carolina,18.3808,-65.9574,27.24,83,75,5.66,PR,1702347039
427,itaituba,-4.2761,-55.9836,23.29,99,78,0.91,BR,1702347211
428,vilyuchinsk,52.9306,158.4028,-4.85,76,24,2.96,RU,1702347254
429,ghat,24.9647,10.1728,11.08,39,0,1.44,LY,1702347254
430,phan thiet,10.9333,108.1,28.41,54,100,3.47,VN,1702347005
431,neusiedl am see,47.9357,16.8325,9.32,84,5,3.98,AT,1702347254
432,castillos,-34.1667,-53.8333,18.1,93,99,4.71,UY,1702347254
433,luau,-10.7073,22.2247,18.48,97,100,0.85,AO,1702347254
434,aioun,16.6614,-9.6149,20.18,16,2,4.56,MR,1702347255
435,karratha,-20.7377,116.8463,32.3,25,0,3.83,AU,1702347255
436,turpan,42.9333,89.1667,-0.4,63,100,0.63,CN,1702347255
437,hastings,50.8552,0.5729,11.74,93,95,7.24,GB,1702347048
438,sungai raya,0.7,108.9,29.17,70,97,1.83,ID,1702347255
439,kavieng,-2.5744,150.7967,28.97,74,90,4.46,PG,1702347255
440,meadow lake,34.8014,-106.5436,6.71,39,100,0.69,US,1702347256
441,murashi,59.3999,48.9615,-17.43,81,100,5.84,RU,1702347256
442,macas,-2.3167,-78.1167,19.98,95,37,1.19,EC,1702347256
443,sheboygan,43.7333,-87.9334,-1.01,80,0,4.12,US,1702347256
444,gorom-gorom,14.4439,-0.2361,20.14,20,0,5.16,BF,1702347256
445,kapa'a,22.0752,-159.319,27.99,84,75,4.12,US,1702347256
446,sidhi,24.4167,81.8833,14.91,57,1,0.97,IN,1702347256
447,walvis bay,-22.9575,14.5053,16.72,91,40,0.89,NA,1702347256
448,hibbing,47.4272,-92.9377,-3.22,52,100,5.14,US,1702346991
449,ulladulla,-35.35,150.4667,28.76,64,42,4.13,AU,1702347257
450,dehloran,32.6941,47.2679,19.65,39,100,0.76,IR,1702347257
451,isiro,2.7739,27.616,19.67,90,100,0.84,CD,1702347257
452,shixing,24.9482,114.0657,14.95,80,100,2.54,CN,1702347257
453,feodosiya,45.0333,35.3833,7.96,90,86,3.28,UA,1702347257
454,mitu,1.1983,-70.1733,22.97,98,15,0.48,CO,1702347257
455,al kharijah,25.4514,30.5464,13.31,54,0,2.35,EG,1702347257
456,zhangye,38.9342,100.4517,3.82,16,54,3.0,CN,1702347213
457,saint-laurent-du-maroni,5.5039,-54.0289,23.47,99,34,1.05,GF,1702347258
458,sarikei,2.1167,111.5167,29.77,70,28,0.74,MY,1702347258
459,dingzhou,38.5131,114.9956,-2.94,86,78,0.79,CN,1702347258
460,sur,22.5667,59.5289,22.18,62,4,1.17,OM,1702347258
461,porto novo,6.4965,2.6036,26.9,85,0,0.53,BJ,1702347258
462,posto fiscal rolim de moura,-13.0833,-62.2667,24.33,94,99,1.15,BR,1702347258
463,wisconsin rapids,44.3836,-89.8174,-4.28,86,0,2.57,US,1702347258
464,kamina,-8.7386,24.9906,18.15,97,100,1.05,CD,1702347258
465,serenje,-13.2325,30.2352,17.01,93,99,0.48,ZM,1702347259
466,annaba,36.9,7.7667,11.98,87,0,1.03,DZ,1702347259
467,leon,21.1167,-101.6667,11.03,79,100,1.63,MX,1702346972
468,malvan,16.0667,73.4667,24.45,63,77,2.62,IN,1702347259
469,taunsa,30.7048,70.6505,13.39,30,3,2.96,PK,1702347259
470,watampone,-4.5386,120.3279,31.89,57,62,1.36,ID,1702347259
471,vieux-habitants,16.0589,-61.7659,26.51,79,9,4.9,GP,1702347259
472,gadzhiyevo,69.2551,33.3362,-16.15,97,30,5.05,RU,1702347259
473,cuyo,10.8525,121.0086,27.88,81,88,8.59,PH,1702347259
474,kerikeri,-35.2268,173.9474,19.43,50,1,6.12,NZ,1702347260
475,mogadishu,2.0371,45.3438,26.81,81,52,5.65,SO,1702347260
476,namibe,-15.1961,12.1522,21.6,74,26,2.04,AO,1702347260
477,mahajanga,-15.7167,46.3167,27.8,73,12,1.22,MG,1702347260
478,inyonga,-6.7167,32.0667,17.81,97,100,1.03,TZ,1702347260
479,kas,36.2018,29.6377,14.03,75,89,1.22,TR,1702347260
480,mammoth lakes,37.6485,-118.9721,4.4,23,0,5.14,US,1702347260
481,lijiang,26.8688,100.2207,7.77,57,0,1.03,CN,1702347260
482,coahuayana de hidalgo,18.7,-103.6583,24.88,73,3,1.49,MX,1702347261
483,la mira,18.035,-102.3266,25.27,68,5,1.81,MX,1702347261
484,kibre mengist,5.8833,38.9833,12.69,86,89,1.02,ET,1702347261
485,semporna,4.4818,118.6112,28.35,73,15,3.19,MY,1702346963
486,ha'il,27.5219,41.6907,13.01,28,0,3.09,SA,1702347261
487,choyr,46.3611,108.3611,-18.32,87,92,1.46,MN,1702347261
488,vizinga,61.0749,50.1031,-15.33,79,100,5.35,RU,1702347261
489,tanumah,27.1,44.1333,16.77,29,100,4.64,SA,1702347261
490,baskale,38.0453,44.0172,-1.92,95,56,1.76,TR,1702347262
491,arenapolis,-14.4503,-56.8461,23.1,93,85,1.6,BR,1702347262
492,qarazhal,48.0078,70.7903,-24.76,82,6,8.14,KZ,1702347262
493,vanimo,-2.6741,141.3028,30.34,67,75,4.89,PG,1702347262
494,vredendal,-31.6683,18.5012,15.62,87,2,2.82,ZA,1702347262
495,mpanda,-6.3655,31.0409,19.2,96,100,1.04,TZ,1702347262
496,taltal,-25.4,-70.4833,18.04,77,95,0.89,CL,1702347262
497,fort st. john,56.2499,-120.8529,-5.06,74,40,2.57,CA,1702347262
498,pekanbaru,0.5333,101.45,27.18,89,40,3.6,ID,1702347262
499,vorgashor,67.5833,63.95,-16.68,93,100,6.72,RU,1702347262
500,ouargaye,11.5033,0.0572,22.44,21,0,4.95,BF,1702347262
501,mucur,39.0615,34.3829,5.01,92,99,1.6,TR,1702347263
502,wynyard,-41.0,145.7167,19.14,71,100,3.26,AU,1702347263
503,tofol,5.3248,163.0078,30.88,70,75,7.2,FM,1702347263
504,el affroun,36.4701,2.6253,18.62,37,78,2.57,DZ,1702347263
505,maintirano,-18.0667,44.0167,28.32,77,100,4.03,MG,1702347263
506,pacasmayo,-7.4006,-79.5714,20.65,81,3,5.15,PE,1702347263
507,karaton,-6.3424,106.1045,28.59,64,36,2.14,ID,1702347263
508,bogande,12.9714,-0.1436,20.33,22,0,4.11,BF,1702347263
509,santa cruz,-17.8,-63.1667,26.7,74,40,2.57,BO,1702347264
510,troitsko-pechorsk,62.7084,56.1964,-22.95,89,100,4.92,RU,1702347264
511,san antonio oeste,-40.7319,-64.9477,18.28,63,85,5.92,AR,1702347264
512,vorkuta,67.5,64.0,-16.5,93,100,6.71,RU,1702347264
513,merelani,-3.5618,36.979,19.8,91,75,1.46,TZ,1702347264
514,palmer,42.1584,-72.3287,3.01,59,59,2.24,US,1702347158
515,sasni,27.7167,78.0833,13.11,37,0,1.82,IN,1702347264
516,cambria,35.5641,-121.0808,14.79,82,24,1.34,US,1702347264
517,lashio,22.9333,97.75,18.21,78,94,0.13,MM,1702347264
518,aksu,41.1231,80.2644,-3.8,65,69,1.74,CN,1702347264
519,mccook,40.2019,-100.6257,2.03,60,0,3.09,US,1702347265
520,margate,51.3813,1.3862,11.06,93,37,2.68,GB,1702347265
521,gamba,-2.65,10.0,25.4,88,100,0.8,GA,1702347265
522,santa marta,11.2408,-74.199,29.03,70,20,3.6,CO,1702347265
523,borogontsy,62.6683,131.1683,-33.68,98,100,1.12,RU,1702347151
524,turbat,26.0023,63.044,19.14,21,93,2.73,PK,1702347265
525,soligalich,59.0778,42.2864,-10.73,91,100,6.04,RU,1702347265
526,bubaque,11.2833,-15.8333,27.94,58,2,4.81,GW,1702347266
527,bereznik,62.8551,42.7072,-9.85,94,100,4.5,RU,1702347266
528,shihezi,44.3,86.0333,-6.84,85,100,2.13,CN,1702347266
529,nouadhibou,20.931,-17.0347,19.99,45,28,3.6,MR,1702347266
530,koungou,-12.7336,45.2042,27.84,83,0,2.06,YT,1702347266
531,arkhangel'sk,64.5401,40.5433,-13.94,84,75,4.0,RU,1702347266
532,pago pago,-14.2781,-170.7025,28.55,100,100,6.17,AS,1702347266
533,hilo,19.7297,-155.09,25.14,93,100,2.06,US,1702347266
534,las rosas,-32.4766,-61.5804,20.86,57,0,4.02,AR,1702347266
535,mar del plata,-38.0023,-57.5575,19.41,89,0,10.73,AR,1702347266
536,ilomantsi,62.6716,30.9328,-9.75,95,100,2.54,FI,1702347266
537,copiapo,-27.3667,-70.3333,13.83,66,0,0.34,CL,1702347267
538,storvreta,59.9667,17.7,-2.01,93,100,4.12,SE,1702347267
539,ouesso,1.6136,16.0517,21.78,94,100,0.45,CG,1702347267
540,kirakira,-10.4544,161.9205,28.56,79,100,2.27,SB,1702347267
541,la charite-sur-loire,47.1833,3.0167,12.9,99,100,2.67,FR,1702347267
542,camocim,-2.9022,-40.8411,26.35,79,14,6.39,BR,1702347267
543,ujae,8.9322,165.7642,27.91,75,57,9.47,MH,1702347202
544,forster,-32.1667,152.5167,27.38,64,0,4.34,AU,1702347267
545,hobyo,5.3505,48.5268,26.44,73,100,7.83,SO,1702347268
546,nova vicosa,-17.8919,-39.3719,25.52,83,100,7.34,BR,1702347268
547,jutai,-5.1833,-68.9,24.0,97,97,1.19,BR,1702347268
548,yelizovo,53.1873,158.3805,-4.92,45,20,5.0,RU,1702347268
549,ormara,25.2088,64.6357,23.1,27,98,4.2,PK,1702347268
550,patacamaya,-17.2333,-67.9167,10.02,72,99,1.77,BO,1702347268
551,itoman,26.1247,127.6694,23.43,88,75,8.23,JP,1702347268
